"ID|""Title""|""Owning_Organization""|""Business_Process_Owner""|""Modified""|""Modified_By""|""Function""|""Site""|""Vendor_contact""|""Data_subject_type""|""Business_Process""|""SCOPE_Number""|""Life_Cycle_Status""|""Retired_Date""|""Description""|""Repository_Type""|""Subtype""|""Vendor_involved""|""SAP_Vendor_Number""|""SAP_Vendor_Name""|""Vendor_qualification""|""Country_collected""|""num_of_Data_Stakeholders_from_US""|""Adverse_Event_Information""|""Biometric_Data""|""Consumer_account_username_and_password""|""Credit_Card_Numbers""|""Criminal_or_judicial_records""|""Data_about_children_under_13""|""Data_about_teens_13_15_years_old""|""Data_about_teens_16_18_years_old""|""Digital_signature_data""|""Electronic_identification_data""|""Family_composition""|""Financial_account_number""|""Genetic_data""|""Government_ID""|""Identification_data""|""Image_sound_recordings""|""Other_health_or_medical_data""|""Personal_characteristics""|""Political_opinions""|""Precise_geolocation_data""|""Profession""|""PHI_as_defined_by_HIPAA""|""Racial_or_ethnic_origin""|""Religious_or_philosophical_beliefs""|""Sex_life""|""Trade_union_membership""|""Data_From_Children""|""ADM""|""RoPA_linked_to_IT_Asset""|""Unregistered_application_info""|""Inventory_Status""|""Inventory_Criteria""|""Inventory_Evidence""|""Lawfulness_Basis_Status""|""Lawfulness_Basis_Criteria""|""Lawfulness_Basis_Evidence""|""Notice_Status""|""Notice_Criteria""|""Notice_Evidence""|""Minimization_Status""|""Minimization_Criteria""|""Minimization_Evidence""|""Data_retention_Status""|""Data_Retention_Criteria""|""Data_Retention_Evidence""|""Reasonable_InfoSec_Status""|""Reasonable_InfoSec_Criteria""|""Reasonable_InfoSec_Evidence""|""Data_Subject_Rights_Status""|""Data_Subject_Rights_Criteria""|""Data_Subject_Rights_Evidence""|""Vendors_Status""|""Vendors_Criteria""|""Vendors_Evidence""|""custom_field_1""|""custom_field_2""|""custom_field_3""|""custom_field_4""|""custom_field_5""|""custom_field_6""|""custom_field_7""|""custom_field_8""|""custom_field_9""|""custom_field_10""|""Last_review_date""|""Last_reviewed_reviewer""|""XLS_Template_ID""|""Remediation_GUV_Number""|""California_relevancy""|""Item_Type""|""Path""|""Created""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"743|""Stocked vending machines""|""Family Care""|""Kliemann"," Jeff""|""2019-10-11 16:06:19""|""Kliemann"," Jeff""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""Eric Gonzalez (ericg@viatouchmedia.com)""|""Consumer""|""eCommerce""|""C028""|""Leverage/Optimize""|""""|""Credit card transactions in Stockd vending machines""|""Digital""|""Application""|""1""|""0.0""|""ViaTouch Media""|""Data Controller""|""UNITED STATES""|""< 1","000""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""LantzAndrew-2019-0830Family Care023""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-09-03 11:26:06""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"744|""Big Commerce data backup""|""Family Care""|""Kliemann"," Jeff""|""2019-10-11 16:00:56""|""Kliemann"," Jeff""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""team@rewind.io""|""Consumer""|""eCommerce""|""C028""|""Leverage/Optimize""|""""|""""|""Digital""|""Application""|""1""|""0.0""|""Rewind Backups""|""Data Processor""|""UNITED STATES""|"">= 20",000 < 1,0,"000""|""0""|""0""|""1""|""1""|""0""|""0""|""0""|""0""|""1""|""1""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""Work in Progress""|""""|""""|""Work in Progress""|""""|""""|""Work in Progress""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""LantzAndrew-2019-0830Family Care024""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-09-03 11:26:55""",,,,,,,,,,,,,,,,,,,,,,,,,
"745|""Digital media marketing""|""CustTeam Home Improvement""|""Adams"," Carmen""|""2019-09-19 10:05:47""|""Adams"," Carmen""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""Gwynneth Arthaud  garthaud@bluechipww.com""|""Consumer""|""Consumer Social Media Monitoring and Engagement""|""C022""|""Leverage/Optimize""|""""|""blue chip will work with other vendors to execute""|""Digital""|""Support Service""|""1""|""20197175.0""|""Blue Chip""|""Data Processor""|""UNITED STATES""|"">= 20",000 < 1,0,"000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""AdamsCarmen2019-09-04HomeImprov001""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-09-04 11:51:34""",,,,,,,,,,,,,,,,,,,,,,,,,
"747|""Registria""|""Home Care""|""Pfaltzgraff"," Meredith""|""2019-09-30 15:46:40""|""Kenney"," Taylor""|""MKT""|""CINCINNATI GENERAL OFFICES;#105""|""rfeldman@registria.com""|""Consumer""|""Data Aquisition/Enrichment/Hygiene/Scoring/Analysis (including POME)""|""C020""|""Design/Build""|""""|""Vendor that handles machine registrations""|""Digital""|""Website""|""1""|""15338295.0""|""Registria""|""Data Controller""|""UNITED STATES""|""> 1",0,"000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""1""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Work in Progress""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""VadieElika-2019-09-04HomeCare002""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-09-04 13:05:41""",,,,,,,,,,,,,,,,,,,,,,,,,,
"748|""Service Tech Program""|""Home Care""|""Pfaltzgraff"," Meredith""|""2019-09-30 15:54:08""|""Kenney"," Taylor""|""MKT""|""CINCINNATI GENERAL OFFICES;#105""|""Karen.Ocampo@searshc.com""|""Consumer""|""Creation and Management of Digital Applications and Analytics""|""C010""|""Design/Build""|""""|""includes Sears", training to all service techs," will follow up with consumers if a sample was placed (pre/post measurement)""|""Digital""|""Website""|""1""|""20558553.0""|""Sears""|""Data Controller""|""UNITED STATES""|""> 1",0,"000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Work in Progress""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""VadieElika-2019-09-04HomeCare003""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-09-04 13:05:44""",,,,,,,,,,,,,,,,,,,,,,,,
"749|""Mbooth""|""Home Care""|""Ciccarella"," Mandy""|""2019-09-30 16:08:32""|""Kenney"," Taylor""|""Communications""|""CINCINNATI GENERAL OFFICES;#105""|""Janinev@mbooth.com""|""Consumer""|""Brand Public Relations", Celebrity and Talent Management (database, recruitment," or execution)""|""C014""|""Leverage/Optimize""|""""|""new External Relations agency"," unique to Home Care""|""Digital""|""Data files (xls", csv, pdf," accdb)""|""1""|""15341075.0""|""M Booth & Associates LLC""|""Data Processor""|""UNITED STATES""|""< 1","000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""Work in Progress""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""VadieElika-2019-09-04HomeCare004""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-09-04 13:05:45""",,,,,,,,,,,,,,,,,,,,
"750|""Morgan Brashear - microinfluencer in training""|""Home Care""|""Ciccarella"," Mandy""|""2019-09-30 16:10:11""|""Porter"," Blair""|""Communications""|""CINCINNATI GENERAL OFFICES;#105""|""""|""Consumer""|""Management of WOM (with opted consumers)""|""C014""|""Decommissioned""|""""|""will become a micro-influencer and respond directly to consumers"," not live yet""|""Digital""|""Application""|""0""|""""|""Morgan Brashear""|""Data Processor""|""UNITED STATES""|""< 1","000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Work in Progress""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""VadieElika-2019-09-04HomeCare005""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-09-04 13:05:47""",,,,,,,,,,,,,,,,,,,,,,,,,,
"751|""iRobot""|""Fabric & Home Care R&D""|""Carter"," Jeremy""|""2019-10-03 14:53:10""|""Hayden"," Barbara""|""R&D""|""F&HC INNOVATION CENTER;#128""|""abialek@irobot.com""|""Consumer""|""Consumer and Shopper Research""|""C021""|""Leverage/Optimize""|""""|""Baker", F&HC GrowthWorks project, partners with them," have used their database for research""|""Digital""|""Website""|""1""|""0.0""|""iRobot""|""Data Controller""|""UNITED STATES""|""> 1",0,"000""|""0""|""0""|""1""|""1""|""0""|""0""|""0""|""0""|""0""|""1""|""1""|""1""|""0""|""0""|""1""|""1""|""0""|""0""|""0""|""1""|""1""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""VadieElika-2019-09-04HomeCare006""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-09-04 13:05:48""",,,,,,,,,,,,,,,,,,,,,,,
"752|""""""Decommissioned"""" - 4inno""|""Home Care""|""Mencher"," Virginia""|""2019-09-30 15:30:09""|""Kenney"," Taylor""|""MKT""|""CINCINNATI GENERAL OFFICES;#105""|""Cheryl@4inno.com""|""Consumer""|""Consumer and Shopper Research""|""C021""|""Decommissioned""|""""|""Used on the ALIV GrowthWorks project in the past", consulting firm that does have some consumer data," may or may not be used again in the future (its TBD) but no current plans""|""Digital""|""Website""|""1""|""15282126.0""|""4inno""|""Data Controller""|""UNITED STATES""|""> 1",0,"000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Work in Progress""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""VadieElika-2019-09-04HomeCare007""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-09-04 13:05:49""",,,,,,,,,,,,,,,,,,,,,,,,
"753|""Tide Cleaners App Payment""|""Agile Pursuits (API/APFI)""|""Steinbrunner"," Steven""|""2019-09-26 14:00:48""|""Allen"," Alphonso""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""customersupport@clearent.com""|""Consumer""|""eCommerce""|""C028""|""Leverage/Optimize""|""""|""credit card payment on app""|""Digital""|""Application""|""1""|""0.0""|""Clearant""|""Data Processor""|""UNITED STATES""|"">= 1",000 - < 20,"000""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""ValloSarah-2019-09-04FabricCare001""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-09-04 13:27:50""",,,,,,,,,,,,,,,,,,,,,,,,,,
"754|""Tide Cleaners AWS database""|""Agile Pursuits (API/APFI)""|""Steinbrunner"," Steven""|""2019-09-26 14:00:50""|""Allen"," Alphonso""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""""|""Consumer""|""Data Aquisition/Enrichment/Hygiene/Scoring/Analysis (including POME)""|""C004""|""Leverage/Optimize""|""""|""""|""Digital""|""Application""|""0""|""0.0""|""AWS (via Alchemy"," an internal org within P&G)""|""Data Processor""|""UNITED STATES""|"">= 1",000 - < 20,"000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""ValloSarah-2019-09-04FabricCare002""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-09-04 13:33:57""",,,,,,,,,,,,,,,,,,,,,,,,,
"755|""Tide Cleaners Store check-in and POS""|""Agile Pursuits (API/APFI)""|""Steinbrunner"," Steven""|""2019-09-26 14:00:53""|""Allen"," Alphonso""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""""|""Consumer""|""Creation and Management of Incentives (coupons", rewards," refunds)""|""C015""|""Leverage/Optimize""|""""|""consumer datas", credit cards," IDs - employee and franchisee""|""Digital""|""Application""|""0""|""""|""""|""""|""UNITED STATES""|"">= 1",000 - < 20,"000""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""ValloSarah-2019-09-04FabricCare003""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-09-04 13:33:59""",,,,,,,,,,,,,,,,,,,,,,
"756|""Tide Cleaners Consumer Support""|""Agile Pursuits (API/APFI)""|""Steinbrunner"," Steven""|""2019-09-26 14:00:56""|""Allen"," Alphonso""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""""|""Consumer""|""CRM-based Outbound Communication to Consumers (email", SMS," postal)""|""C017""|""Leverage/Optimize""|""""|""phone", email," connect with consumers on service isues""|""Digital""|""Support Service""|""0""|""""|""""|""""|""UNITED STATES""|""< 1","000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""ValloSarah-2019-09-04FabricCare004""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-09-04 13:33:59""",,,,,,,,,,,,,,,,,,,,,,,
"757|""Tide Cleaners Opt-Out""|""Agile Pursuits (API/APFI)""|""Steinbrunner"," Steven""|""2019-09-26 14:00:58""|""Allen"," Alphonso""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""collen@alchemy.codes""|""Consumer""|""CRM-based Outbound Communication to Consumers (email", SMS," postal)""|""C026""|""Leverage/Optimize""|""""|""""|""Digital""|""Application""|""1""|""0.0""|""AWS (via internal organization - Alchemy)""|""Data Controller""|""UNITED STATES""|"">= 1",000 - < 20,"000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""ValloSarah-2019-09-04FabricCare005""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-09-04 13:34:00""",,,,,,,,,,,,,,,,,,,,,,,,
"758|""Tide Cleaners App""|""Agile Pursuits (API/APFI)""|""Steinbrunner"," Steven""|""2019-09-26 14:01:02""|""Allen"," Alphonso""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""""|""Consumer""|""eCommerce""|""G999""|""Leverage/Optimize""|""""|""opt in", ordering," tracking of clothes in process""|""Digital""|""Application""|""0""|""""|""""|""""|""UNITED STATES""|"">= 1",000 - < 20,"000""|""0""|""0""|""1""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""ValloSarah-2019-09-04FabricCare006""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-09-04 13:34:02""",,,,,,,,,,,,,,,,,,,,,,,,
"759|""Tide Autodose DTC TLE""|""Fabric Care""|""Pfaltzgraff"," Meredith""|""2019-09-26 14:45:14""|""Pfaltzgraff"," Meredith""|""*Intentionally left blank""|""CINCINNATI GENERAL OFFICES;#105""|""Michael.Mattingly@geappliances.com""|""Consumer""|""CRM-based Outbound Communication to Consumers (email", SMS," postal)""|""C001""|""Leverage/Optimize""|""""|""""|""Digital""|""Website""|""1""|""20566266.0""|""GE APPLIANCES""|""Data Processor""|""UNITED STATES""|""< 1","000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Work in Progress""|""""|""""|""Not started""|""""|""""|""Work in Progress""|""""|""""|""Work in Progress""|""""|""""|""Work in Progress""|""""|""""|""Work in Progress""|""""|""""|""Work in Progress""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""ValloSarah-2019-09-04FabricCare007""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-09-04 13:38:35""",,,,,,,,,,,,,,,,,,,,,,,,,
"760|""Tide Sweepstakes prize delivery""|""Fabric Care""|""Pfaltzgraff"," Meredith""|""2019-09-27 10:23:48""|""Pfaltzgraff"," Meredith""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""pfaltzgraf.ma""|""Consumer""|""Fulfillment/Delivery Execution (samples", magazines," etc.)""|""C013""|""Decommissioned""|""""|""Tide sweepstakes delivery of product for prize - employee buys on Walmart and sends to consumer once a month.  We get the consumer data from the sweepstakes site and provide the consumer name and address to Walmart to fulfill""|""Digital""|""Website""|""1""|""15234656.0""|""Amazon""|""Data Processor""|""UNITED STATES""|"">= 20",000 < 1,0,"000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""1""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""ValloSarah-2019-09-04FabricCare008""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-09-04 13:39:15""",,,,,,,,,,,,,,,,,,,,,,,
"761|""Tide Sweepstakes prize delivery""|""Fabric Care""|""Pfaltzgraff"," Meredith""|""2019-09-27 10:24:43""|""Pfaltzgraff"," Meredith""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""""|""Consumer""|""Fulfillment/Delivery Execution (samples", magazines," etc.)""|""C013""|""Decommissioned""|""""|""employee downloads name to send to walmart.com to deliver prize""|""Digital""|""Website""|""0""|""""|""""|""""|""UNITED STATES""|"">= 20",000 < 1,0,"000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""1""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""ValloSarah-2019-09-04FabricCare009""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-09-04 13:39:30""",,,,,,,,,,,,,,,,,,,,,,,
"762|""9 elements ecommerce platform""|""Fabric Care""|""Vallo"," Sarah""|""2019-09-27 10:40:01""|""Allen"," Alphonso""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""""|""Consumer""|""eCommerce""|""C028""|""Leverage/Optimize""|""""|""""|""Digital""|""Website""|""1""|""15309544.0""|""Shopify""|""Data Processor""|""UNITED STATES""|"">= 20",000 < 1,0,"000""|""0""|""0""|""1""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Work in Progress""|""""|""""|""Not started""|""""|""""|""Work in Progress""|""""|""""|""Work in Progress""|""""|""""|""Work in Progress""|""""|""""|""Work in Progress""|""""|""""|""Work in Progress""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""ValloSarah-2019-09-04FabricCare010""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-09-04 13:39:40""",,,,,,,,,,,,,,,,,,,,,,,,,
"763|""Tide Cleaners Driver App""|""Agile Pursuits (API/APFI)""|""Steinbrunner"," Steven""|""2019-09-26 15:40:54""|""Steinbrunner"," Steven""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""""|""Consumer""|""eCommerce""|""C013""|""Leverage/Optimize""|""""|""Driver App for Tide Cleaners drivers""|""Digital""|""Application""|""0""|""""|""""|""""|""UNITED STATES""|""< 1","000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""1""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""ValloSarah-2019-09-04FabricCare011""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-09-04 13:39:41""",,,,,,,,,,,,,,,,,,,,,,,,,,,
